task number,solution time,fitness minimum,stop reason,generations number
455,5.247580,522886,Нет улучшений на последних двух итерациях,875
468,4.039291,583463,Нет улучшений на последних двух итерациях,706
492,2.294399,133702,Нет улучшений на последних двух итерациях,564
476,2.333495,122802,Нет улучшений на последних двух итерациях,587
452,3.954004,179705,Нет улучшений на последних двух итерациях,635
483,3.053212,138443,Нет улучшений на последних двух итерациях,539
499,3.107951,39990,Нет улучшений на последних двух итерациях,500
460,2.742539,885713,Нет улучшений на последних двух итерациях,607
496,2.176328,99120,Нет улучшений на последних двух итерациях,551
480,2.164956,479479,Нет улучшений на последних двух итерациях,538
488,2.118275,211455,Нет улучшений на последних двух итерациях,540
456,2.591645,340283,Нет улучшений на последних двух итерациях,676
500,2.166974,252441,Нет улучшений на последних двух итерациях,579
484,2.551885,339889,Нет улучшений на последних двух итерациях,688
